,index,Rk,Player,Age,Tm,Pos,GP,G▼,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,Season,Keep
161,161,162,Anthony DeAngelo,24,NYR,D,62,13,34,47,13,47,7.7,10,3,0,3,21,13,0,129,10.1,1174,18:56,53,43,0,0,,2019-2020,True
162,162,163,Ryan Donato,23,MIN,C,57,13,9,22,9,12,2.8,13,0,0,1,7,2,0,86,15.1,606,10:38,11,41,40,62,39.2,2019-2020,True
163,163,164,Robby Fabbri,24,TOT,C,56,13,16,29,-30,12,1.9,8,5,0,2,13,3,0,101,12.9,891,15:55,14,64,16,27,37.2,2019-2020,True
164,164,165,Warren Foegele,23,CAR,LW,63,13,16,29,9,30,3.1,10,0,3,1,16,0,0,125,10.4,871,13:50,16,57,18,21,46.2,2019-2020,True
165,165,166,Ryan Getzlaf,34,ANA,C,62,13,27,40,-16,47,3.1,10,3,0,5,21,6,0,131,9.9,1165,18:47,56,107,469,440,51.6,2019-2020,True
166,166,167,Nico Hischier,21,NJD,C,52,13,20,33,-13,10,2.7,10,2,1,1,12,7,1,107,12.1,943,18:09,35,45,463,417,52.6,2019-2020,True
167,167,168,Ryan Johansen,27,NSH,C,63,13,22,35,-3,45,2.7,9,3,1,2,16,6,0,95,13.7,1083,17:12,31,38,512,442,53.7,2019-2020,True
168,168,169,Tyler Johnson,29,TBL,C,59,13,15,28,9,14,2.8,13,0,0,2,10,5,0,105,12.4,859,14:33,19,58,156,163,48.9,2019-2020,True
169,169,170,Kasperi Kapanen,23,TOR,RW,64,13,23,36,1,22,3.0,11,0,2,2,20,3,0,112,11.6,1010,15:47,14,73,2,13,13.3,2019-2020,True
170,170,171,Phil Kessel,32,ARI,RW,66,13,22,35,-21,22,2.5,4,9,0,2,14,8,0,138,9.4,1135,17:12,20,11,2,7,22.2,2019-2020,True
171,171,172,David Krejci,33,BOS,C,56,13,27,40,15,23,4.3,10,3,0,3,18,9,0,75,17.3,965,17:14,31,34,345,339,50.4,2019-2020,True
172,172,173,Luke Kunin,22,MIN,C,59,13,14,27,-12,55,2.0,12,0,1,1,13,1,0,119,10.9,911,15:27,51,61,198,243,44.9,2019-2020,True
173,173,174,Vladislav Namestnikov,27,TOT,C,58,13,13,26,-7,37,2.3,8,1,4,2,9,2,2,90,14.4,870,15:00,41,99,21,22,48.8,2019-2020,True
174,174,175,Alex Pietrangelo,30,STL,D,64,13,35,48,8,20,7.8,8,5,0,3,18,16,1,204,6.4,1544,24:07,83,38,0,0,,2019-2020,True
175,175,176,Rickard Rakell,26,ANA,RW,58,13,22,35,-6,10,3.1,11,2,0,1,14,5,3,162,8.0,1058,18:14,24,74,7,2,77.8,2019-2020,True
176,176,177,Jeff Skinner,27,BUF,LW,54,13,9,22,-15,18,1.5,13,0,0,1,6,3,0,165,7.9,885,16:23,11,24,27,48,36.0,2019-2020,True
177,177,178,Nick Suzuki,20,MTL,C,66,13,27,40,-13,6,3.2,7,6,0,1,19,8,0,122,10.7,1048,15:53,29,54,282,313,47.4,2019-2020,True
178,178,179,Cam Atkinson,30,CBJ,RW,44,12,14,26,2,6,2.8,9,3,0,2,9,5,0,148,8.1,785,17:51,21,18,27,30,47.4,2019-2020,True
179,179,180,Tyler Bozak,33,STL,C,62,12,15,27,2,10,2.4,10,1,1,2,14,1,0,100,12.0,953,15:22,31,30,334,275,54.8,2019-2020,True
180,180,181,Brent Burns,34,SJS,D,64,12,31,43,-22,32,6.2,7,5,0,1,20,10,1,206,5.8,1607,25:07,104,63,0,0,,2019-2020,True
181,181,182,Matt Calvert,30,COL,LW,50,12,13,25,13,39,2.9,9,0,3,1,12,0,1,89,13.5,705,14:05,22,58,12,14,46.2,2019-2020,True
182,182,183,Jakob Chychrun,21,ARI,D,63,12,14,26,4,38,6.1,7,5,0,2,11,3,0,149,8.1,1413,22:26,95,75,0,0,,2019-2020,True
183,183,184,Phillip Danault,26,MTL,LW,66,12,31,43,17,30,4.2,11,1,0,1,28,3,0,123,9.8,1240,18:48,35,112,678,558,54.9,2019-2020,True
184,184,185,Matt Duchene,29,NSH,C,60,12,27,39,-3,22,3.2,8,4,0,1,22,5,0,130,9.2,1018,16:58,19,39,346,278,55.4,2019-2020,True
185,185,186,Jesper Fast,28,NYR,RW,63,12,16,28,15,20,2.6,10,0,2,1,16,0,0,79,15.2,1043,16:33,47,112,8,17,32.0,2019-2020,True
186,186,187,Zemgus Girgensons,26,BUF,C,64,12,7,19,2,10,1.8,11,0,1,1,7,0,0,78,15.4,876,13:41,17,103,30,42,41.7,2019-2020,True
187,187,188,Nikita Gusev,27,NJD,LW,60,12,28,40,-14,12,3.4,8,4,0,2,19,9,0,143,8.4,878,14:38,6,12,0,2,0.0,2019-2020,True
188,188,189,Erik Haula,28,TOT,LW,43,12,11,23,1,20,2.4,8,4,0,2,7,4,0,79,15.2,676,15:43,11,21,345,294,54.0,2019-2020,True
189,189,190,Calle Jarnkrok,28,NSH,C,58,12,18,30,2,14,2.6,8,2,2,1,12,6,0,123,9.8,933,16:06,23,26,30,36,45.5,2019-2020,True
190,190,191,Scott Laughton,25,PHI,C,44,12,12,24,10,14,2.9,12,0,0,2,12,0,0,67,17.9,641,14:35,23,101,143,121,54.2,2019-2020,True
191,191,192,Artturi Lehkonen,24,MTL,LW,65,12,13,25,3,22,2.3,11,0,1,1,13,0,0,129,9.3,996,15:19,34,118,12,14,46.2,2019-2020,True
192,192,193,Cale Makar,21,COL,D,55,12,34,46,11,12,7.0,8,4,0,4,21,13,0,116,10.3,1152,20:57,46,44,0,0,,2019-2020,True
193,193,194,Valeri Nichushkin,24,COL,RW,58,12,13,25,27,12,3.3,10,1,1,3,13,0,0,99,12.1,804,13:52,20,76,2,3,40.0,2019-2020,True
194,194,195,Gustav Nyquist,30,CBJ,RW,66,12,27,39,4,16,3.7,8,3,1,3,21,6,0,135,8.9,1184,17:56,23,33,17,16,51.5,2019-2020,True
195,195,196,Ryan O'Reilly,28,STL,C,65,12,45,57,12,10,5.2,9,2,1,3,30,15,0,113,10.6,1343,20:40,37,16,808,625,56.4,2019-2020,True
196,196,197,Jack Roslovic,23,WPG,C,66,12,16,28,6,10,2.6,11,1,0,0,15,1,0,111,10.8,980,14:51,18,52,70,78,47.3,2019-2020,True
197,197,198,Oskar Sundqvist,25,STL,C,51,12,11,23,5,24,2.5,11,0,1,1,10,0,1,88,13.6,740,14:30,25,50,93,113,45.1,2019-2020,True
198,198,199,Jakub Voracek,30,PHI,RW,64,12,38,50,13,31,4.9,8,4,0,3,27,11,0,119,10.1,1089,17:01,21,14,7,13,35.0,2019-2020,True
199,199,200,Andreas Athanasiou,25,TOT,C,48,11,15,26,-44,26,1.1,8,3,0,2,11,4,0,118,9.3,788,16:25,22,30,43,59,42.2,2019-2020,True
200,200,201,Nicklas Backstrom,32,WSH,C,56,11,39,50,-1,12,4.3,9,2,0,0,24,15,0,124,8.9,1076,19:13,43,28,484,492,49.6,2019-2020,True
201,201,202,Radek Faksa,26,DAL,C,61,11,9,20,-5,40,1.6,8,3,0,3,9,0,0,101,10.9,973,15:57,43,74,375,380,49.7,2019-2020,True
202,202,203,Adam Gaudette,23,VAN,C,53,11,19,30,-6,33,2.7,7,4,0,1,11,8,0,68,16.2,665,12:33,16,28,167,245,40.5,2019-2020,True
203,203,204,Boone Jenner,26,CBJ,C,66,11,13,24,-11,34,1.5,9,2,0,1,10,2,1,166,6.6,1195,18:06,73,104,603,491,55.1,2019-2020,True
204,204,205,Dominik Kahun,24,TOT,C,51,11,17,28,6,8,3.0,10,1,0,2,16,1,0,80,13.8,683,13:24,22,5,28,27,50.9,2019-2020,True
205,205,206,Oskar Lindblom,23,PHI,LW,30,11,7,18,4,4,2.2,8,3,0,0,6,1,0,72,15.3,528,17:37,16,31,13,19,40.6,2019-2020,True
206,206,207,Ivan Provorov,23,PHI,D,64,11,21,32,5,22,6.0,4,7,0,3,13,7,1,140,7.9,1590,24:51,102,74,0,0,,2019-2020,True
207,207,208,Jared Spurgeon,30,MIN,D,57,11,18,29,-5,18,4.6,8,3,0,2,10,8,0,106,10.4,1276,22:23,95,48,0,1,0.0,2019-2020,True
208,208,209,Chandler Stephenson,25,TOT,C,61,11,14,25,25,16,3.1,8,1,2,5,12,1,1,65,16.9,869,14:15,30,51,217,261,45.4,2019-2020,True
209,209,210,Brandon Tanev,28,PIT,LW,63,11,14,25,2,16,2.1,9,0,2,4,12,1,1,90,12.2,937,14:53,65,234,6,9,40.0,2019-2020,True
210,210,211,Lucas Wallmark,24,TOT,C,62,11,12,23,-1,18,2.0,8,3,0,0,8,3,1,80,13.8,796,12:50,23,53,353,353,50.0,2019-2020,True
211,211,212,Josh Archibald,27,EDM,RW,55,10,7,17,-7,12,1.4,8,0,2,3,6,0,1,57,17.5,728,13:14,40,152,0,2,0.0,2019-2020,True
212,212,213,Ivan Barbashev,24,STL,C,63,10,15,25,4,19,2.3,8,0,2,2,14,0,1,70,14.3,845,13:25,31,131,134,159,45.7,2019-2020,True
213,213,214,Derick Brassard,32,NYI,C,61,10,19,29,1,16,2.6,7,3,0,1,13,6,0,107,9.3,840,13:46,23,101,189,155,54.9,2019-2020,True
214,214,215,Casey Cizikas,28,NYI,C,48,10,4,14,12,41,1.8,7,0,3,1,2,0,2,67,14.9,686,14:18,39,133,368,320,53.5,2019-2020,True
215,215,216,J.T. Compher,24,COL,LW,60,10,18,28,13,18,2.5,9,1,0,2,12,3,3,94,10.6,970,16:10,51,34,303,319,48.7,2019-2020,True
216,216,217,Andrew Copp,25,WPG,C,58,10,14,24,-3,10,1.6,9,1,0,5,12,0,2,114,8.8,1029,17:45,27,57,292,254,53.5,2019-2020,True
217,217,218,Nick Cousins,26,TOT,C,60,10,14,24,1,33,2.2,7,3,0,0,12,2,0,108,9.3,807,13:27,30,81,24,27,47.1,2019-2020,True
218,218,219,Marcus Foligno,28,MIN,LW,54,10,12,22,4,26,2.0,10,0,0,0,12,0,0,78,12.8,792,14:40,34,171,9,13,40.9,2019-2020,True
219,219,220,Nick Foligno,32,CBJ,LW,63,10,19,29,-1,62,2.3,8,2,0,1,16,2,1,129,7.8,1166,18:30,46,198,148,153,49.2,2019-2020,True
220,220,221,Rocco Grimaldi,26,NSH,C,60,10,20,30,11,8,3.0,10,0,0,1,20,0,0,114,8.8,766,12:46,11,22,1,5,16.7,2019-2020,True
221,221,222,Adrian Kempe,23,LAK,LW,63,10,18,28,-12,27,1.9,6,2,2,1,10,7,1,133,7.5,1001,15:53,15,66,88,129,40.6,2019-2020,True
222,222,223,Patrick Marleau,40,TOT,C,60,10,10,20,-4,12,1.6,9,1,0,3,10,0,0,103,9.7,934,15:34,23,50,30,32,48.4,2019-2020,True
223,223,224,Nino Niederreiter,27,CAR,RW,62,10,17,27,-4,40,2.0,7,3,0,2,11,6,0,107,9.3,928,14:58,19,46,1,3,25.0,2019-2020,True
224,224,225,Derek Ryan,33,CGY,C,63,10,18,28,8,10,2.8,8,1,1,0,14,3,1,96,10.4,926,14:42,32,12,356,331,51.8,2019-2020,True
225,225,226,Derek Stepan,29,ARI,C,66,10,17,27,-4,14,2.0,8,1,1,2,11,6,0,149,6.7,1166,17:40,49,41,542,586,48.0,2019-2020,True
226,226,227,Dylan Strome,22,CHI,C,52,10,23,33,-3,14,2.8,8,2,0,1,17,6,0,83,12.0,833,16:01,24,19,245,277,46.9,2019-2020,True
227,227,228,Shea Theodore,24,VEG,D,66,10,33,43,11,25,7.2,9,0,1,2,18,15,0,197,5.1,1460,22:07,61,20,0,0,,2019-2020,True
228,228,229,Robert Thomas,20,STL,C,60,10,29,39,10,18,3.9,9,1,0,2,25,4,0,81,12.3,869,14:29,13,11,112,158,41.5,2019-2020,True
229,229,230,Chris Tierney,25,OTT,C,65,10,24,34,-3,16,2.5,5,1,4,1,24,0,0,88,11.4,1111,17:06,31,42,476,455,51.1,2019-2020,True
230,230,231,Vincent Trocheck,26,TOT,C,57,10,26,36,-4,35,2.7,9,0,1,1,21,5,0,129,7.8,962,16:53,33,86,395,350,53.0,2019-2020,True
231,231,232,Miles Wood,24,NJD,LW,62,10,11,21,-15,55,1.3,10,0,0,1,11,0,0,126,7.9,802,12:56,25,93,0,1,0.0,2019-2020,True
232,232,233,Anders Bjork,23,BOS,LW,57,9,10,19,5,10,1.8,8,1,0,0,10,0,0,66,13.6,739,12:58,21,43,2,3,40.0,2019-2020,True
233,233,234,Teddy Blueger,25,PIT,C,63,9,13,22,6,21,1.7,9,0,0,2,11,0,2,97,9.3,1007,15:59,33,82,377,462,44.9,2019-2020,True
234,234,235,Ben Chiarot,28,MTL,D,64,9,11,20,9,41,5.0,9,0,0,3,11,0,0,125,7.2,1490,23:17,125,140,0,0,,2019-2020,True
235,235,236,Jason Dickinson,24,DAL,C,60,9,12,21,7,6,2.0,9,0,0,1,11,0,1,77,11.7,894,14:54,50,82,172,224,43.4,2019-2020,True
236,236,237,Cam Fowler,28,ANA,D,59,9,20,29,0,20,5.4,7,2,0,2,14,6,0,117,7.7,1297,21:59,58,25,0,0,,2019-2020,True
237,237,238,Yanni Gourde,28,TBL,C,64,9,16,25,-8,42,1.4,7,1,1,5,12,4,0,107,8.4,905,14:08,19,71,89,75,54.3,2019-2020,True
238,238,239,Ryan Graves,24,COL,D,62,9,16,25,44,43,7.1,9,0,0,0,14,0,2,123,7.3,1144,18:27,127,99,0,0,,2019-2020,True
239,239,240,Ryan Hartman,25,MIN,RW,64,9,10,19,7,60,1.7,8,1,0,1,10,0,0,104,8.7,786,12:17,52,39,81,68,54.4,2019-2020,True
240,240,241,Victor Hedman,29,TBL,D,62,9,44,53,24,31,8.8,6,3,0,2,26,18,0,148,6.1,1505,24:17,93,70,0,0,,2019-2020,True
241,241,242,Darren Helm,33,DET,C,63,9,6,15,-2,35,1.3,8,0,1,0,5,0,1,90,10.0,855,13:35,23,82,15,13,53.6,2019-2020,True
242,242,243,Brett Howden,21,NYR,C,64,9,7,16,-8,24,0.6,8,1,0,2,5,0,2,62,14.5,843,13:10,65,60,238,255,48.3,2019-2020,True
243,243,244,Filip Hronek,22,DET,D,60,9,20,29,-34,44,3.6,8,1,0,0,12,8,0,115,7.8,1422,23:42,70,94,0,0,,2019-2020,True
244,244,245,Alexander Kerfoot,25,TOR,C,60,9,19,28,-1,32,1.9,8,1,0,1,17,2,0,85,10.6,890,14:50,37,46,184,205,47.3,2019-2020,True
245,245,246,Ilya Kovalchuk,36,TOT,LW,41,9,13,22,-7,14,1.8,7,2,0,3,10,3,0,103,8.7,709,17:18,22,43,8,15,34.8,2019-2020,True
246,246,247,Kyle Okposo,31,BUF,RW,47,9,9,18,0,28,1.8,8,1,0,2,9,0,0,70,12.9,593,12:37,12,46,32,28,53.3,2019-2020,True
247,247,248,Jeff Petry,32,MTL,D,66,9,29,38,-14,26,5.2,5,3,1,2,20,9,0,151,6.0,1558,23:37,75,164,0,0,,2019-2020,True
248,248,249,Mark Pysyk,28,FLA,D,53,9,9,18,6,20,3.4,9,0,0,1,9,0,0,59,15.3,684,12:55,35,44,2,3,40.0,2019-2020,True
249,249,250,Nick Ritchie,24,TOT,LW,43,9,12,21,2,78,2.2,7,2,0,2,11,1,0,71,12.7,617,14:21,15,89,1,7,12.5,2019-2020,True
250,250,251,Mikhail Sergachev,21,TBL,D,64,9,21,30,16,47,5.8,4,5,0,0,16,5,0,108,8.3,1283,20:03,92,100,0,0,,2019-2020,True
251,251,252,Conor Sheary,27,TOT,LW,57,9,10,19,-5,8,1.4,8,1,0,1,8,2,0,92,9.8,743,13:03,24,26,1,3,25.0,2019-2020,True
252,252,253,Colton Sissons,26,NSH,C,51,9,6,15,0,20,1.1,8,0,1,2,6,0,0,51,17.6,726,14:15,36,76,271,259,51.1,2019-2020,True
253,253,254,Jason Spezza,36,TOR,C,53,9,16,25,-1,18,2.3,7,2,0,0,11,5,0,67,13.4,579,10:55,18,13,196,171,53.4,2019-2020,True
254,254,255,Kyle Turris,30,NSH,C,56,9,19,28,-6,22,1.9,7,2,0,4,12,7,0,78,11.5,858,15:19,20,17,227,246,48.0,2019-2020,True
255,255,256,Jimmy Vesey,26,BUF,LW,60,9,11,20,11,15,2.0,8,0,1,2,10,1,0,90,10.0,839,13:59,16,39,0,4,0.0,2019-2020,True
256,256,257,Kailer Yamamoto,21,EDM,RW,21,9,12,21,14,12,3.0,7,2,0,0,12,0,0,35,25.7,364,17:19,8,30,1,0,100.0,2019-2020,True
257,257,258,Pierre-Edouard Bellemare,34,COL,LW,62,8,12,20,4,12,1.4,6,0,2,0,10,0,2,75,10.7,824,13:18,40,41,362,334,52.0,2019-2020,True
258,258,259,Emil Bemstrom,20,CBJ,C,52,8,10,18,-6,4,1.6,4,4,0,3,7,3,0,86,9.3,620,11:55,17,45,4,9,30.8,2019-2020,True
259,259,260,Sam Bennett,23,CGY,C,47,8,4,12,0,36,1.1,8,0,0,0,3,1,0,78,10.3,597,12:42,12,94,85,75,53.1,2019-2020,True
260,260,261,Alex Chiasson,29,EDM,RW,58,8,12,20,-6,40,1.5,3,5,0,2,5,7,0,90,8.9,767,13:14,14,51,0,4,0.0,2019-2020,True
261,261,262,Blake Comeau,33,DAL,RW,50,8,8,16,-5,32,1.2,7,0,1,2,7,0,1,67,11.9,751,15:02,24,98,41,50,45.1,2019-2020,True
262,262,263,Kirby Dach,19,CHI,C,58,8,12,20,-3,18,1.3,8,0,0,2,9,3,0,95,8.4,820,14:09,21,28,56,111,33.5,2019-2020,True
263,263,264,Vince Dunn,23,STL,D,65,8,12,20,15,22,4.7,5,3,0,1,7,5,0,127,6.3,1062,16:20,44,46,0,0,,2019-2020,True
264,264,265,Ryan Dzingel,27,CAR,C,61,8,21,29,4,23,2.4,4,4,0,1,16,5,0,95,8.4,870,14:16,23,32,9,20,31.0,2019-2020,True
265,265,266,Mattias Ekholm,29,NSH,D,62,8,25,33,6,30,5.1,7,0,1,2,19,5,1,140,5.7,1457,23:30,92,47,0,0,,2019-2020,True
266,266,267,Pierre Engvall,23,TOR,LW,43,8,7,15,4,6,1.4,7,0,1,3,6,0,1,63,12.7,520,12:06,9,27,40,63,38.8,2019-2020,True
267,267,268,Joel Eriksson Ek,23,MIN,C,57,8,20,28,9,20,2.4,7,1,0,4,19,0,1,94,8.5,890,15:37,40,87,333,393,45.9,2019-2020,True
268,268,269,Barclay Goodrow,26,TOT,RW,64,8,17,25,-8,84,1.6,8,0,0,2,14,2,1,95,8.4,1040,16:15,64,143,375,388,49.1,2019-2020,True
269,269,270,Michael Grabner,32,ARI,RW,45,8,3,11,-3,6,1.0,7,0,1,0,3,0,0,59,13.6,557,12:23,12,20,0,4,0.0,2019-2020,True
270,270,271,Jordan Greenway,22,MIN,LW,62,8,19,27,3,43,2.1,8,0,0,1,16,3,0,84,9.5,879,14:10,42,90,15,12,55.6,2019-2020,True
271,271,272,Danton Heinen,24,TOT,C,60,8,16,24,4,10,2.0,5,3,0,2,13,3,0,92,8.7,861,14:21,33,35,5,7,41.7,2019-2020,True
272,272,273,Miro Heiskanen,20,DAL,D,63,8,25,33,15,12,7.4,8,0,0,0,19,6,0,150,5.3,1499,23:48,79,39,0,0,,2019-2020,True
273,273,274,Quinn Hughes,20,VAN,D,62,8,43,51,-5,18,6.6,5,3,0,2,22,21,0,118,6.8,1348,21:44,40,6,0,0,,2019-2020,True
274,274,275,Brad Hunt,31,MIN,D,54,8,10,18,-4,4,2.9,5,3,0,0,4,6,0,97,8.2,828,15:19,34,11,0,0,,2019-2020,True
275,275,276,Andreas Johnsson,25,TOR,LW,43,8,13,21,0,14,1.6,4,4,0,1,12,1,0,78,10.3,677,15:45,21,43,0,2,0.0,2019-2020,True
276,276,277,Max Jones,21,ANA,LW,53,8,3,11,-5,30,0.6,7,0,1,0,3,0,0,94,8.5,755,14:14,16,73,11,14,44.0,2019-2020,True
277,277,278,Kaapo Kakko,18,NYR,RW,60,8,12,20,-22,14,0.3,6,2,0,2,2,10,0,99,8.1,872,14:32,10,18,2,4,33.3,2019-2020,True
278,278,279,Torey Krug,28,BOS,D,57,8,35,43,-2,31,5.9,6,2,0,3,12,23,0,132,6.1,1168,20:29,44,35,0,0,,2019-2020,True
279,279,280,Pat Maroon,31,TBL,LW,58,8,13,21,2,66,1.6,7,1,0,1,11,2,0,72,11.1,722,12:27,13,100,5,3,62.5,2019-2020,True
280,280,281,Ilya Mikheyev,25,TOR,F,39,8,15,23,7,4,2.2,7,0,1,1,15,0,0,98,8.2,607,15:35,13,26,3,1,75.0,2019-2020,True
281,281,282,Matthew Nieto,27,COL,LW,63,8,12,20,8,4,1.6,6,0,2,3,12,0,0,78,10.3,831,13:11,19,33,2,3,40.0,2019-2020,True
282,282,283,Alexander Nylander,21,CHI,LW,59,8,13,21,-6,10,1.5,8,0,0,1,11,2,0,84,9.5,714,12:06,12,26,5,13,27.8,2019-2020,True
283,283,284,Colton Parayko,26,STL,D,58,8,17,25,11,14,5.1,6,2,0,1,14,2,1,142,5.6,1331,22:57,101,78,0,0,,2019-2020,True
284,284,285,Nick Paul,24,OTT,LW,50,8,9,17,-1,22,1.3,8,0,0,2,8,1,0,91,8.8,718,14:22,36,109,158,145,52.1,2019-2020,True
285,285,286,Travis Sanheim,23,PHI,D,64,8,13,21,0,28,3.9,8,0,0,0,10,3,0,106,7.5,1288,20:08,72,37,0,0,,2019-2020,True
286,286,287,Nick Schmaltz,23,ARI,C,66,8,34,42,2,18,3.7,6,2,0,2,23,11,0,85,9.4,1028,15:35,33,10,153,206,42.6,2019-2020,True
287,287,288,Damon Severson,25,NJD,D,63,8,20,28,-19,46,3.9,5,3,0,2,13,7,0,106,7.5,1448,22:59,85,72,0,0,,2019-2020,True
288,288,289,Kevin Shattenkirk,31,TBL,D,64,8,25,33,25,34,6.6,7,1,0,0,20,5,0,120,6.7,1207,18:51,60,55,0,0,,2019-2020,True
289,289,290,Wayne Simmonds,31,TOT,RW,63,8,16,24,-16,64,1.2,3,5,0,1,12,4,0,111,7.2,951,15:06,26,137,29,45,39.2,2019-2020,True
290,290,291,Brady Skjei,25,TOT,D,62,8,16,24,-6,41,3.5,8,0,0,1,14,0,2,130,6.2,1281,20:40,94,99,0,0,,2019-2020,True
291,291,292,Jordan Staal,31,CAR,C,63,8,15,23,0,36,1.2,6,2,0,0,14,1,0,121,6.6,1114,17:40,32,132,656,541,54.8,2019-2020,True
292,292,293,Brandon Sutter,30,VAN,C,38,8,8,16,5,23,1.6,7,1,0,0,6,2,0,68,11.8,570,15:00,14,14,147,156,48.5,2019-2020,True
293,293,294,Alex Tuch,23,VEG,RW,42,8,9,17,-10,8,1.1,5,3,0,2,5,4,0,98,8.2,614,14:37,20,58,8,20,28.6,2019-2020,True
294,294,295,Carter Verhaeghe,24,TBL,C,50,8,4,12,-9,8,0.8,7,1,0,1,4,0,0,55,14.5,468,9:22,8,28,14,17,45.2,2019-2020,True
295,295,296,Filip Zadina,20,DET,RW,28,8,7,15,-13,2,1.3,4,4,0,1,4,3,0,60,13.3,425,15:10,10,11,1,0,100.0,2019-2020,True
296,296,297,Mark Borowiecki,30,OTT,D,53,7,11,18,1,58,3.4,6,0,1,0,11,0,0,63,11.1,951,17:56,120,199,0,0,,2019-2020,True
297,297,298,Drake Caggiula,25,CHI,LW,35,7,6,13,-7,25,1.0,6,1,0,0,5,0,1,48,14.6,417,11:55,15,69,4,10,28.6,2019-2020,True
298,298,299,William Carrier,25,VEG,LW,66,7,11,18,0,37,1.4,7,0,0,1,11,0,0,92,7.6,646,9:48,11,201,8,4,66.7,2019-2020,True
299,299,300,Kyle Clifford,29,TOT,LW,64,7,10,17,-5,63,1.1,7,0,0,0,10,0,0,104,6.7,725,11:20,14,118,6,3,66.7,2019-2020,True
300,300,301,Drew Doughty,30,LAK,D,61,7,23,30,-22,26,4.2,2,5,0,2,15,7,1,126,5.6,1573,25:48,83,99,0,0,,2019-2020,True
301,301,302,Jonathan Drouin,24,MTL,LW,27,7,8,15,-6,14,1.3,6,1,0,1,5,3,0,51,13.7,424,15:42,5,25,4,8,33.3,2019-2020,True
302,302,303,Oliver Ekman-Larsson,28,ARI,D,62,7,18,25,-3,38,5.0,5,2,0,1,13,5,0,127,5.5,1425,22:59,62,118,0,0,,2019-2020,True
303,303,304,Ryan Ellis,29,NSH,D,43,7,27,34,16,13,5.7,6,1,0,2,20,7,0,103,6.8,1006,23:24,78,41,0,0,,2019-2020,True
304,304,305,Joel Farabee,19,PHI,LW,49,7,13,20,5,39,1.7,6,1,0,1,12,1,0,74,9.5,697,14:13,16,30,3,7,30.0,2019-2020,True
305,305,306,Adam Fox,21,NYR,D,64,7,28,35,21,28,6.5,6,1,0,4,16,12,0,118,5.9,1202,18:47,85,31,0,0,,2019-2020,True
306,306,307,Carl Hagelin,31,WSH,LW,53,7,14,21,9,14,1.9,6,0,1,2,13,0,1,93,7.5,752,14:11,17,24,13,12,52.0,2019-2020,True
307,307,308,Garnet Hathaway,28,WSH,RW,61,7,6,13,3,75,1.0,7,0,0,1,5,0,1,69,10.1,661,10:50,43,181,9,20,31.0,2019-2020,True
308,308,309,Jack Hughes,18,NJD,C,55,7,14,21,-23,8,0.6,3,4,0,2,9,5,0,114,6.1,879,15:59,18,12,165,291,36.2,2019-2020,True
309,309,310,Marcus Johansson,29,BUF,C,55,7,19,26,-14,20,1.2,6,1,0,1,14,5,0,79,8.9,953,17:19,21,38,182,272,40.1,2019-2020,True
310,310,311,Tyson Jost,21,COL,C,60,7,12,19,16,18,1.9,7,0,0,0,10,2,0,100,7.0,729,12:09,16,50,76,145,34.4,2019-2020,True
311,311,312,David Kampf,25,CHI,C,64,7,8,15,-8,6,0.4,6,0,1,2,8,0,0,86,8.1,884,13:49,26,45,290,268,52.0,2019-2020,True
312,312,313,Ondrej Kase,24,TOT,RW,50,7,16,23,-8,10,1.5,6,0,1,0,14,2,0,137,5.1,838,16:46,13,11,6,23,20.7,2019-2020,True
313,313,314,Josh Leivo,26,VAN,LW,36,7,12,19,0,4,1.6,7,0,0,0,7,5,0,69,10.1,540,15:01,8,17,10,7,58.8,2019-2020,True
314,314,315,Mackenzie MacEachern,25,STL,LW,48,7,3,10,2,23,1.1,7,0,0,2,3,0,0,60,11.7,424,8:50,13,79,1,3,25.0,2019-2020,True
315,315,316,Mike Matheson,25,FLA,D,54,7,12,19,1,12,3.0,6,1,0,1,11,1,0,97,7.2,973,18:01,47,41,0,0,,2019-2020,True
316,316,317,Brock McGinn,25,CAR,LW,63,7,8,15,-8,15,0.5,5,0,2,1,8,0,0,90,7.8,829,13:09,26,77,13,24,35.1,2019-2020,True
317,317,318,Sonny Milano,23,TOT,LW,48,7,14,21,-4,22,1.9,6,1,0,2,12,2,0,66,10.6,610,12:43,9,25,0,0,,2019-2020,True
318,318,319,Matt Niskanen,33,PHI,D,63,7,25,32,7,27,5.6,3,3,1,0,16,9,0,121,5.8,1378,21:53,73,112,0,0,,2019-2020,True
319,319,320,Tomas Nosek,27,VEG,C,62,7,6,13,-1,20,0.7,6,0,1,1,6,0,0,83,8.4,713,11:30,34,87,192,183,51.2,2019-2020,True
320,320,321,Richard Panik,28,WSH,RW,54,7,9,16,11,32,1.7,7,0,0,0,9,0,0,61,11.5,618,11:27,16,70,10,7,58.8,2019-2020,True
321,321,322,Tyler Pitlick,28,PHI,C,58,7,10,17,8,12,1.5,7,0,0,0,10,0,0,70,10.0,691,11:55,38,119,5,12,29.4,2019-2020,True
322,322,323,Ryan Pulock,25,NYI,D,63,7,25,32,11,14,6.3,5,2,0,3,20,5,0,139,5.0,1405,22:18,129,100,0,0,,2019-2020,True
